POCO;CADASTRO;OPERADOR;POCO_OPERADOR;ESTADO;BACIA;BLOCO;SIG_CAMPO;CAMPO;TERRA_MAR;POCO_POS_ANP;TIPO;CATEGORIA;RECLASSIFICACAO;SITUACAO;INÍCIO;TÉRMINO;CONCLUSAO;TITULARIDADE;LATITUDE_BASE_4C;LONGITUDE_BASE_4C;LATITUDE_BASE_DD;LONGITUDE_BASE_DD;DATUM_HORIZONTAL;TIPO_DE_COORDENADA_DE_BASE;DIRECAO;PROFUNDIDADE_VERTICAL_M;PROFUNDIDADE_SONDADOR_M;PROFUNDIDADE_MEDIDA_M;REFERENCIA_DE_PROFUNDIDADE;MESA_ROTATIVA;COTA_ALTIMETRICA_M;LAMINA_D_AGUA_M;DATUM_VERTICAL;UNIDADE_ESTRATIGRAFICA;GEOLOGIA_GRUPO_FINAL;GEOLOGIA_FORMACAO_FINAL;GEOLOGIA_MEMBRO_FINAL;CDPE;AGP;PC;PAG;PERFIS_CONVENCIONAIS;DURANTE_PERFURACAO;PERFIS_DIGITAIS;PERFIS_PROCESSADOS;PERFIS_ESPECIAIS;AMOSTRA_LATERAL;SISMICA;TABELA_TEMPO_PROFUNDIDADE;DADOS_DIRECIONAIS;TESTE_A_CABO;TESTE_DE_FORMACAO;CANHONEIO;TESTEMUNHO;GEOQUIMICA;SIG_SONDA;NOM_SONDA;ATINGIU_PRESAL;DHA_ATUALIZACAO
1-ALS-37-AL;081160714000;;1ALS 0037  AL;AL;Alagoas;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;30/11/1984;09/12/1984;09/12/1984;Público;"	-09:51:40,140";"	-35:48:30,661";-9,86115;-35,80851694;SIRGAS2000;Definitiva;Vertical;;;;MR;30;;26;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;JFP7                          ;;;14/09/2025
1-ALS-38-AL;081210286000;;1ALS 0038  AL;AL;Sergipe;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;07/05/1985;20/06/1985;20/06/1985;Público;"	-10:26:02,974";"	-36:19:36,032";-10,43415944;-36,32667556;SIRGAS2000;Definitiva;Vertical;;;;MR;27;;13;NM;;;;;;;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;P-5;PETROBRAS V;;14/09/2025
1-ALS-4-AL;081160150900;;1ALS 0004  AL;AL;Alagoas;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;22/08/1969;11/11/1969;11/11/1969;Público;"	-10:25:24,464";"	-36:10:15,332";-10,42346222;-36,17092556;SIRGAS2000;Definitiva;Vertical;;;;MR;23;;21;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;P-1;PETROBRAS I;;14/09/2025
1-ALS-40-AL;081160318200;;1ALS 0040  AL;AL;Alagoas;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;25/07/1986;22/09/1986;22/09/1986;Público;"	-09:51:28,961";"	-35:45:12,114";-9,858044722;-35,753365;SIRGAS2000;Definitiva;Vertical;;;;MR;26;;24,6;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;PA30                          ;;;14/09/2025
1-ALS-41-AL;081160325600;;1ALS 0041  AL;AL;Alagoas;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;26/11/1986;14/01/1987;14/01/1987;Público;"	-10:04:19,364";"	-35:57:38,185";-10,07204556;-35,96060694;SIRGAS2000;Definitiva;Vertical;;;;MR;18,29999;;32;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-29;NORTH STAR I;;14/09/2025
1-ALS-42-AL;081160718500;;1ALS 0042  AL;AL;Alagoas;Brasil;;;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ARRASADO;11/12/1986;13/02/1987;13/02/1987;Público;"	-10:35:47,155";"	-36:13:30,413";-10,59643194;-36,22511472;SIRGAS2000;Definitiva;Vertical;;;;MR;30;;33;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;;OSPT                          ;;;14/09/2025
1-ALS-43A-AL;081160329400;;1ALS 0043A AL;AL;Alagoas;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;23/01/1987;12/04/1987;12/04/1987;Público;"	-09:25:43,548";"	-35:22:11,618";-9,428763333;-35,36989389;SIRGAS2000;Definitiva;Vertical;;;;MR;22;;28;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;PA-29;NORTH STAR I;;14/09/2025
1-ALS-43-AL;081160329300;;1ALS 0043  AL;AL;Alagoas;Brasil;;;M;N;1;Pioneiro;ABANDONADO POR ACIDENTE MECÂNICO;ABANDONADO PERMANENTEMENTE;22/01/1987;22/01/1987;22/01/1987;Público;"	-09:25:43,939";"	-35:22:11,620";-9,428871944;-35,36989444;SIRGAS2000;Definitiva;Vertical;;;;MR;22;;28;NM;;;;;;Existe;;;;;Existe;;;;;;;;;;;;PA-29;NORTH STAR I;;14/09/2025
1-ALS-47-AL;081160379700;;1ALS 0047  AL;AL;Alagoas;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;08/10/1992;01/11/1992;01/11/1992;Público;"	-10:10:46,241";"	-35:49:09,854";-10,17951139;-35,81940389;SIRGAS2000;Definitiva;Vertical;;;;MR;15;;746;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;NS-14;DISCOVER SEVEN SEAS;;14/09/2025
1-ALS-49-AL;081160392400;Petrobras;1ALS 0049  AL;AL;Alagoas;SEAL-30;;;M;N;1;Pioneiro;SECO COM INDÍCIOS DE GÁS NATURAL E CONDENSADO;ABANDONADO PERMANENTEMENTE;20/12/1997;11/03/1998;11/03/1998;Público;"	-10:22:52,517";"	-36:05:22,114";-10,38125472;-36,08947611;SIRGAS2000;Definitiva;Vertical;;;;MR;24;;28;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;P-5;PETROBRAS V;;14/09/2025
1-ALS-5A-AL;081160159400;;1ALS 0005A AL;AL;Alagoas;Brasil;;;M;N;1;Pioneiro;ABANDONADO POR ACIDENTE MECÂNICO;ABANDONADO PERMANENTEMENTE;30/04/1974;13/05/1974;13/05/1974;Público;"	-10:09:06,413";"	-35:56:04,475";-10,15178139;-35,93457639;SIRGAS2000;Definitiva;Vertical;;;;MR;18,29999;;21;NM;;;;;;;;;;;;;;;;;;;;;;;PA-2                          ;;;14/09/2025
1-ALS-5-AL;081160158800;;1ALS 0005  AL;AL;Alagoas;Brasil;;;M;N;1;Pioneiro;ABANDONADO POR ACIDENTE MECÂNICO;ABANDONADO PERMANENTEMENTE;12/03/1974;17/04/1974;17/04/1974;Público;"	-10:09:04,079";"	-35:56:00,300";-10,15113306;-35,93341667;SIRGAS2000;Definitiva;Vertical;;;;MR;18,29999;;21;NM;;;;;;;;;;;;;;;;;;;;;;;PA-2                          ;;;14/09/2025
1-ALS-5B-AL;081160164600;;1ALS 0005B AL;AL;Alagoas;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;29/01/1976;09/03/1976;09/03/1976;Público;"	-10:08:47,283";"	-35:55:44,106";-10,1464675;-35,92891833;SIRGAS2000;Definitiva;Vertical;;;;MR;24;;30;NM;;;;;;;Existe;;;;Existe;;;;;;;;;;;;PA10;Plataforma autoelevável 10;;14/09/2025
1-ALS-6-AL;081160149600;;1ALS 0006  AL;AL;Alagoas;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;20/05/1980;05/10/1980;05/10/1980;Público;"	-09:35:43,249";"	-35:13:16,975";-9,595346944;-35,22138194;SIRGAS2000;Definitiva;Vertical;;;;MR;30;;46;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;PA17                          ;;;14/09/2025
1-ALS-7-AL;081160159600;;1ALS 0007  AL;AL;Alagoas;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;20/05/1974;28/08/1974;28/08/1974;Público;"	-10:02:59,404";"	-35:48:12,263";-10,04983444;-35,80340639;SIRGAS2000;Definitiva;Vertical;;;;MR;20;;36,5;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-2                          ;;;14/09/2025
1-ALS-8-AL;081160162400;;1ALS 0008  AL;AL;Alagoas;Brasil;;;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;24/03/1975;06/07/1975;06/07/1975;Público;"	-10:10:08,879";"	-36:00:38,342";-10,16913306;-36,01065056;SIRGAS2000;Definitiva;Vertical;;;;MR;18;;23;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-2                          ;;;14/09/2025
1-ALS-9-AL;081160159200;;1ALS 0009  AL;AL;Alagoas;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;22/04/1974;03/08/1974;03/08/1974;Público;"	-10:18:31,767";"	-36:10:19,118";-10,30882417;-36,17197722;SIRGAS2000;Definitiva;Vertical;;;;MR;22;;17;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;P-1;PETROBRAS I;;14/09/2025
1-ALV-1-BA;20240024032;SPE Tiêta;1ALV12902;BA;Recôncavo;REC-T-129;;;T;S;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;FECHADO;09/07/2009;13/08/2009;20/08/2009;Público;"	-12:16:39,024";"	-38:16:55,892";-12,27750667;-38,28219222;SIRGAS2000;Definitiva;Vertical;2260;2356;2359;MR;99;92,6;0;NM;;;;;Existe;;Existe;;Existe;;;;;;;;;Existe;Existe;;;;KM;RAPID RIG Sonda Convencional de Perfuração KM;;14/09/2025
1-ALV-10-BA;20240028856;Alvopetro;1-ALV-256-A1-BA;BA;Recôncavo;REC-T-256;;;T;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO E GÁS NATURAL;ARRASADO;30/08/2016;20/09/2016;24/09/2016;Público;"	-12:38:08,275";"	-38:14:35,950";-12,63563194;-38,24331944;SIRGAS2000;Definitiva;Vertical;-2139,6;2292;2291,72;MR;60,29;54,19;0;NM;;Santo Amaro;Candeias;;Existe;;Existe;Existe;Existe;Existe;;Existe;;;;;Existe;;;;;;KM;RAPID RIG Sonda Convencional de Perfuração KM;I;14/09/2025
1-ALV-11-BA;20240028901;Alvopetro;1-ALV-198-A1-BA;BA;Recôncavo;REC-T-198;CBEL ;CABURÉ LESTE;T;S;1;Pioneiro;EXTENSÃO PARA GÁS NATURAL;PRODUZINDO;15/01/2017;24/01/2017;21/03/2017;Público;"	-12:29:43,653";"	-38:11:11,569";-12,49545917;-38,18654694;SIRGAS2000;Definitiva;Vertical;-1361,4;1480;1481;MR;109,3;104,9;0;NM;;Santo Amaro;Maracangalha;Caruaçu;Existe;;Existe;Existe;Existe;;;Existe;;;Existe;Existe;Existe;Existe;Existe;;;;GREAT106 (TUS 106);GREAT - 106;I;14/09/2025
1-ALV-12-BA;20230029048;Alvopetro;1-ALV-177-A1-BA;BA;Tucano Sul;TUC-T-177;;;T;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;29/08/2017;05/09/2017;09/09/2017;Público;"	-12:05:44,310";"	-38:30:20,730";-12,09564167;-38,50575833;SIRGAS2000;Definitiva;Vertical;-833,07;1100;1099,57;MR;266,5;261,6;0;NM;;;Sergi;;Existe;;Existe;Existe;Existe;;;Existe;;;;;Existe;Existe;;;;;GREAT106 (TUS 106);GREAT - 106;I;14/09/2025
1-ALV-13-BA;20240029447;Alvopetro;1-ALV-57-A1-BA;BA;Recôncavo;REC-T-57;;;T;S;1;Pioneiro;;ABANDONADO PERMANENTEMENTE;17/08/2019;23/08/2019;26/08/2019;Público;"	-11:57:55,128";"	-38:12:55,109";-11,96531333;-38,21530806;SIRGAS2000;Definitiva;Vertical;-1349,75;1499;1496,3;MR;144,1;138,8;;NM;;Brotas;Aliança;Boipeba;Existe;;Existe;Existe;Existe;;;Existe;;;;;Existe;;;;;;PR-04;National Oilwell Varco - 750;I;14/09/2025
1-ALV-14D-BA;20240029789;Alvopetro;1-ALV-182-C1-BA;BA;Recôncavo;REC-T-182;;;T;S;1;Pioneiro;;ABANDONADO PERMANENTEMENTE;02/03/2022;16/04/2022;26/04/2022;Público;"	-12:26:23,362";"	-38:16:13,610";-12,43982278;-38,27044722;SIRGAS2000;Definitiva;Direcional;-2769,3;2926;2928;MR;131,9;126,1;0;NM;;Brotas;Sergi;;Existe;;Existe;Existe;Existe;;;Existe;;;;;Existe;Existe;;;;;GREAT105;GREAT - 105;I;14/09/2025
1-ALV-15-BA;20240029825;Alvopetro;1-ALV-183-B1-BA;BA;Recôncavo;REC-T-183;;;T;S;1;Pioneiro;;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;05/06/2022;30/06/2022;12/07/2022;Público;"	-12:25:06,828";"	-38:14:50,738";-12,41856333;-38,24742722;SIRGAS2000;Definitiva;Vertical;-2860,1;2917;2920;MR;57,4;51,7;;NM;;Brotas;Sergi;;Existe;;Existe;Existe;Existe;;;Existe;;;;;Existe;Existe;Existe;;;;GREAT105;GREAT - 105;I;14/09/2025
1-ALV-2-BA;20240024159;SPE Tiêta;1ALV15502;BA;Recôncavo;REC-T-155;TIE  ;TIÊ;T;S;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;INJETANDO;27/08/2009;11/10/2009;17/10/2009;Público;"	-12:21:14,613";"	-38:16:41,004";-12,35405917;-38,27805667;SIRGAS2000;Definitiva;Vertical;2133,7;2237;2241,7;MR;107,6;101,5;0;NM;;;;;Existe;;Existe;;Existe;;;;;;;;;;Existe;;;;KM;RAPID RIG Sonda Convencional de Perfuração KM;I;14/09/2025
1-ALV-3D-BA;20240026583;Alvopetro;1-ALV196-01-D-BA;BA;Recôncavo;REC-T-196;;;T;S;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;27/10/2012;03/11/2012;21/11/2012;Público;"	-12:27:39,893";"	-38:16:59,469";-12,46108139;-38,28318583;SIRGAS2000;Definitiva;Direcional;-562,2;617;618;MR;51,8;45,8;0;NM;;Ilhas;Pojuca;;Existe;;Existe;Existe;Existe;Existe;;;;;;;Existe;;;;;;NIC 01;NIC 01;I;14/09/2025
1-ALV-4DP-BA;20240026595;Alvopetro;1-ALV182-01-D-BA;BA;Recôncavo;REC-T-182;;;T;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ARRASADO;04/11/2012;14/11/2012;21/11/2012;Público;"	-12:27:39,893";"	-38:16:59,469";-12,46108139;-38,28318583;SIRGAS2000;Definitiva;Direcional;1102,8;1345;1345;MR;51,8;45,8;0;NM;;Santo Amaro;Maracangalha;;Existe;;Existe;Existe;Existe;Existe;;;;;;;Existe;;;;;;NIC 01;NIC 01;I;14/09/2025
1-ALV-5-BA;20240027402;Alvopetro;1-ALV-197-1-BA;BA;Recôncavo;REC-T-183;MURU ;MURUCUTUTU;T;S;1;Pioneiro;DESCOBRIDOR DE NOVA JAZIDA PETRÓLEO;FECHADO;12/01/2014;22/03/2014;02/04/2014;Público;"	-12:28:17,222";"	-38:12:23,835";-12,47145056;-38,20662083;SIRGAS2000;Definitiva;Vertical;-3187,65;3275;3281,9;MR;94,25;88,15;0;NM;;Santo Amaro;Candeias;Gomo;Existe;;Existe;Existe;Existe;Existe;;;;;;;;;Existe;;Existe;;KM;RAPID RIG Sonda Convencional de Perfuração KM;I;14/09/2025
1-ALV-6D-BA;20240027688;Alvopetro;1-ALV-183-1-BA;BA;Recôncavo;REC-T-183;MURU ;MURUCUTUTU;T;S;1;Pioneiro;PORTADOR DE GÁS NATURAL;FECHADO;27/07/2014;02/10/2014;12/10/2014;Público;"	-12:27:04,852";"	-38:11:38,502";-12,45134778;-38,19402833;SIRGAS2000;Definitiva;Direcional;-3472,9;3550;3556;MR;83,1;77;0;NM;;Santo Amaro;Candeias;Gomo;Existe;;Existe;Existe;Existe;Existe;;;;Existe;Existe;;Existe;;Existe;;Existe;;KM;RAPID RIG Sonda Convencional de Perfuração KM;I;14/09/2025
1-ALV-7D-BA;20240027869;Alvopetro;1-ALV-197-2-BA;BA;Recôncavo;REC-T-197;CBE  ;CABURÉ;T;S;1;Pioneiro;PORTADOR DE GÁS NATURAL;PRODUZINDO;07/11/2014;25/11/2014;01/12/2014;Público;"	-12:29:58,779";"	-38:11:46,850";-12,49966083;-38,19634722;SIRGAS2000;Definitiva;Direcional;-1406;1669;1624;MR;100,1;94;0;NM;;Santo Amaro;Candeias;Gomo;Existe;;Existe;Existe;Existe;;;;;;;;Existe;;Existe;;;;KM;RAPID RIG Sonda Convencional de Perfuração KM;I;14/09/2025
1-ALV-8D-BA;20240028228;Alvopetro;1-ALV-182-B1-BA;BA;Recôncavo;REC-T-182;MDL  ;MÃE-DA-LUA;T;S;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;FECHADO;24/05/2015;13/06/2015;27/08/2015;Público;"	-12:26:10,766";"	-38:18:43,732";-12,43632389;-38,31214778;SIRGAS2000;Definitiva;Direcional;-1961,32;2095;2079,6;MR;71,5;66,5;0;NM;;Brotas;Sergi;;Existe;;Existe;Existe;Existe;;;;;;;;Existe;;Existe;;;;IME-01;IMETAME_ENERGIA_01;I;14/09/2025
1-ALV-9D-BA;20240028721;Alvopetro;1-ALV-170-B1-BA;BA;Recôncavo;REC-T-170;;;T;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO E GÁS NATURAL;ARRASADO;21/02/2016;06/03/2016;21/03/2016;Público;"	-12:23:06,198";"	-38:09:43,498";-12,385055;-38,16208278;SIRGAS2000;Definitiva;Direcional;-1400,35;1487;1487,7;MR;78,41;70,58;0;NM;;Santo Amaro;Candeias;;Existe;;Existe;Existe;Existe;;;;;;;;Existe;;;;;;FV-2;FAXE-2;I;14/09/2025
1-AL-1-BA;2,024E+11;;1AL  0001  BA;BA;Recôncavo;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;12/10/1942;18/01/1943;18/01/1943;Público;"	-12:30:13,709";"	-38:37:07,026";-12,50380806;-38,61861833;SIRGAS2000;Definitiva;Vertical;;908,3;;MR;87;;;;;;;;;Existe;;;;;;;;;;;;;;;;;SC-1                          ;;;14/09/2025
1-AL-1-RN;7,21E+11;;1AL  0001  RN;RN;Potiguar;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;CEDIDO PARA A CAPTAÇÃO DE ÁGUA;10/01/1984;16/01/1984;16/01/1984;Público;"	-05:32:19,099";"	-37:48:01,799";-5,538638611;-37,80049972;SIRGAS2000;Definitiva;Vertical;;434;;MR;112;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;;SC84;SONDA CONVENCIONAL 84;;14/09/2025
1-AL-2A-AL;081150000400;;1AL  0002A AL;AL;Alagoas;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;DEVOLVIDO;26/08/1941;14/02/1942;14/02/1942;Público;"	-09:38:20,035";"	-35:44:49,327";-9,638898611;-35,74703528;SIRGAS2000;Definitiva;Vertical;;;;MR;8;;;;;;;;;Existe;;;;;;;;;;;;;;;;;SC-3;SONDA CONVENCIONAL 3;;14/09/2025
1-AL-2-AL;081150000200;;1AL  0002  AL;AL;Alagoas;Brasil;;;T;N;1;Pioneiro;ABANDONADO POR ACIDENTE MECÂNICO;DEVOLVIDO;24/09/1940;02/08/1941;02/08/1941;Público;"	-09:38:20,276";"	-35:44:49,485";-9,638965556;-35,74707917;SIRGAS2000;Definitiva;Vertical;;;;MR;8;;;;;;;;;Existe;;;;;;;;;;;;;;;;;SC-3;SONDA CONVENCIONAL 3;;14/09/2025
1-AL-3-AL;081150000300;;1AL  0003  AL;AL;Alagoas;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;26/02/1941;13/05/1941;13/05/1941;Público;"	-09:39:07,666";"	-35:45:17,909";-9,652129444;-35,75497472;SIRGAS2000;Definitiva;Vertical;;;;MR;5;;;;;;;;;Existe;;;;;;;;;;;;;;;;;SC-3;SONDA CONVENCIONAL 3;;14/09/2025
1-AL-4-AL;081150000700;;1AL  0004  AL;AL;Alagoas;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;DEVOLVIDO;12/04/1942;12/11/1942;12/11/1942;Público;"	-09:37:02,394";"	-35:46:04,639";-9,617331667;-35,76795528;SIRGAS2000;Definitiva;Vertical;;;;MR;20;;;;;;;;;Existe;;;;;Existe;;;;;;;;;;;;SC-3;SONDA CONVENCIONAL 3;;14/09/2025
1-AL-5-AL;081150000500;;1AL  0005  AL;AL;Alagoas;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;21/08/1941;03/03/1942;03/03/1942;Público;"	-09:39:54,034";"	-35:41:38,496";-9,665009444;-35,69402667;SIRGAS2000;Definitiva;Vertical;;0;;MR;3;0;0;NM;;;;;;Existe;;;;;;;;;;;;;;;;;SC-3;SONDA CONVENCIONAL 3;;14/09/2025
1-AL-6-AL;081150000600;;1AL  0006  AL;AL;Alagoas;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;21/03/1942;05/11/1942;05/11/1942;Público;"	-09:34:31,342";"	-35:39:21,143";-9,575372778;-35,65587306;SIRGAS2000;Definitiva;Vertical;;;;MR;10;;;;;;;;;Existe;;;;;Existe;;;;;;;;;;;;SC-3;SONDA CONVENCIONAL 3;;14/09/2025
1-AMB-1-BA;2,02401E+11;;1AMB 0001  BA;BA;Recôncavo;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;DEVOLVIDO;05/06/1994;22/09/1994;22/09/1994;Público;"	-12:34:28,067";"	-38:17:53,196";-12,57446306;-38,29811;SIRGAS2000;Definitiva;Vertical;;3955;;MR;70,3;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-109;SONDA CONVENCIONAL 109;;14/09/2025
1-AM-1-AM;1,403E+11;;1AM  0001  AM;AM;Amazonas;Brasil;;;T;N;1;Pioneiro;PORTADOR DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;08/08/1958;10/01/1959;10/01/1959;Público;"	-03:17:07,653";"	-59:52:26,180";-3,285459167;-59,87393889;SIRGAS2000;Definitiva;Vertical;;2247,8;;MR;24,2;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-25;SONDA CONVENCIONAL 25;;14/09/2025
1-AM-1-BA;2,024E+11;;1AM  0001  BA;BA;Recôncavo;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;09/07/1967;15/07/1967;15/07/1967;Público;"	-12:05:30,553";"	-38:27:17,511";-12,09182028;-38,45486417;SIRGAS2000;Definitiva;Vertical;;680;;MR;208,1;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-52;SONDA CONVENCIONAL 52;;14/09/2025
1-AM-10-AM;1,403E+11;;1AM  0010  AM;AM;Amazonas;Brasil;;;T;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO E GÁS NATURAL;ABANDONADO PERMANENTEMENTE;03/06/1960;14/08/1960;14/08/1960;Público;"	-03:12:22,602";"	-59:46:42,302";-3,206278333;-59,77841722;SIRGAS2000;Definitiva;Vertical;;1388,4;;MR;28,6;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;;SC-31;SONDA CONVENCIONAL 31;;14/09/2025
1-AM-11-AM;1,403E+11;;1AM  0011  AM;AM;Amazonas;Brasil;;;T;N;1;Pioneiro;PORTADOR DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;06/09/1960;05/11/1960;05/11/1960;Público;"	-03:13:47,081";"	-59:48:19,324";-3,229744722;-59,80536778;SIRGAS2000;Definitiva;Vertical;;1358,9;;MR;24,79999;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;;SC-31;SONDA CONVENCIONAL 31;;14/09/2025
1-AM-12-AM;1,403E+11;;1AM  0012  AM;AM;Amazonas;Brasil;;;T;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ARRASADO;22/11/1960;16/04/1961;16/04/1961;Público;"	-03:13:42,895";"	-59:46:43,675";-3,228581944;-59,77879861;SIRGAS2000;Definitiva;Vertical;;1656,6;;MR;25;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;;SC-31;SONDA CONVENCIONAL 31;;14/09/2025
1-AM-13-AM;1,403E+11;;1AM  0013  AM;AM;Amazonas;Brasil;;;T;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO E GÁS NATURAL;ARRASADO;18/12/1961;14/03/1962;14/03/1962;Público;"	-03:13:31,815";"	-59:47:16,550";-3,225504167;-59,78793056;SIRGAS2000;Definitiva;Vertical;;1636,9;;MR;26;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;;SC-44;SONDA CONVENCIONAL 44;;14/09/2025
1-AM-14-AM;1,403E+11;;1AM  0014  AM;AM;Amazonas;Brasil;;;T;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ARRASADO;01/03/1964;01/05/1964;01/05/1964;Público;"	-03:16:27,189";"	-59:50:41,569";-3,274219167;-59,84488028;SIRGAS2000;Definitiva;Vertical;;1330;;MR;23;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;;SC-44;SONDA CONVENCIONAL 44;;14/09/2025
1-AM-15-AM;1,403E+11;;1AM  0015  AM;AM;Amazonas;Brasil;;;T;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ARRASADO;10/05/1976;13/06/1976;13/06/1976;Público;"	-03:12:57,865";"	-59:52:17,152";-3,216073611;-59,87143111;SIRGAS2000;Definitiva;Vertical;;1304;;MR;33;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-44;SONDA CONVENCIONAL 44;;14/09/2025
1-AM-2-AM;1,403E+11;;1AM  0002  AM;AM;Amazonas;Brasil;;;T;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;27/03/1959;07/07/1959;07/07/1959;Público;"	-03:20:27,581";"	-59:52:26,284";-3,340994722;-59,87396778;SIRGAS2000;Definitiva;Vertical;;1588,8;;MR;21,79999;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;;SC-26;SONDA CONVENCIONAL 26;;14/09/2025
1-AM-3-AM;1,403E+11;;1AM  0003  AM;AM;Amazonas;Brasil;;;T;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO E GÁS NATURAL;ABANDONADO PERMANENTEMENTE;01/05/1959;18/07/1959;18/07/1959;Público;"	-03:17:09,135";"	-59:49:42,268";-3,285870833;-59,82840778;SIRGAS2000;Definitiva;Vertical;;1403,8;;MR;23,2;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-33;SONDA CONVENCIONAL 33;;14/09/2025
